ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
740786666,0,17292,52,0,14,106218,No,323804,Yes,z_F,Masters,Lawyer,47,Private,12120,1,z_SUV,no,0,0,No,0,0,12,0,Highly Urban/ Urban
772794453,1,22577,38,2,13,39005,Yes,0,z_No,M,<High School,z_Blue Collar,45,Commercial,9200,4,Pickup,yes,3255,1,No,10,50818,1,1,Highly Urban/ Urban
720940931,0,19069,47,0,14,,No,119578,Yes,z_F,<High School,Clerical,28,Private,24780,1,Minivan,no,40567,2,Yes,5,0,,0,Highly Urban/ Urban
269541759,0,18661,48,0,10,58716,No,0,z_No,M,Bachelors,z_Blue Collar,64,Commercial,12170,1,Minivan,yes,0,0,No,0,0,11,0,z_Highly Rural/ Rural
967774042,0,24854,31,1,10,16715,Yes,85406,z_No,M,z_High School,Clerical,32,Commercial,6190,6,Pickup,no,5900,1,No,7,2877,1,1,z_Highly Rural/ Rural
157651391,0,18550,49,0,12,106161,No,282961,Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,18020,1,z_SUV,no,0,0,No,0,5704,16,1,Highly Urban/ Urban
456720318,0,22440,38,2,14,25570,Yes,0,z_No,z_F,z_High School,Clerical,49,Private,13200,7,z_SUV,no,0,0,No,6,5853,1,1,Highly Urban/ Urban
726839340,0,15648,57,0,11,77631,No,0,z_No,z_F,z_High School,Manager,44,Private,26180,7,Pickup,no,3090,2,No,0,6035,1,1,Highly Urban/ Urban
888957957,0,21615,40,0,8,86091,No,0,z_No,M,z_High School,z_Blue Collar,30,Commercial,14110,10,Minivan,no,0,0,No,3,0,1,0,Highly Urban/ Urban
473040009,0,21656,40,0,11,67700,No,0,z_No,z_F,z_High School,z_Blue Collar,16,Commercial,12270,10,z_SUV,no,5722,2,No,6,6156,1,1,Highly Urban/ Urban
617090784,0,18106,50,0,14,112658,No,301389,Yes,M,Masters,,26,Commercial,27160,4,Panel Truck,yes,0,0,No,2,0,17,0,Highly Urban/ Urban
420707558,0,20579,43,0,10,,No,0,z_No,z_F,<High School,Clerical,50,Private,17640,4,z_SUV,no,0,0,No,3,0,1,0,z_Highly Rural/ Rural
339176328,0,18820,48,0,11,36225,No,153355,z_No,M,Masters,Manager,23,Private,9920,4,Minivan,no,0,0,No,3,0,12,0,Highly Urban/ Urban
142956091,0,23868,34,4,,113522,Yes,,z_No,M,Bachelors,z_Blue Collar,33,Commercial,18420,1,Van,no,7258,1,No,2,5252,,1,Highly Urban/ Urban
410191686,0,16699,54,0,7,170110,No,438186,z_No,M,PhD,,42,Commercial,25040,6,Panel Truck,yes,0,0,No,3,0,22,0,Highly Urban/ Urban
654878657,0,19908,45,0,12,54667,No,204364,Yes,z_F,Masters,Lawyer,14,Private,13570,1,z_SUV,no,0,0,No,3,0,13,0,z_Highly Rural/ Rural
842349966,0,24160,33,3,14,112762,No,274953,Yes,z_F,z_High School,Clerical,29,Private,33490,12,Sports Car,no,7239,1,No,1,0,8,0,Highly Urban/ Urban
460491785,1,21625,40,2,16,16641,No,0,Yes,M,Bachelors,Student,32,Commercial,22930,6,Panel Truck,yes,0,0,No,0,4782,10,1,Highly Urban/ Urban
551370243,0,12461,65,0,10,85894,No,302832,Yes,M,Masters,Manager,37,Private,23990,3,Minivan,yes,0,0,No,2,0,19,0,Highly Urban/ Urban
922637030,0,16719,54,0,14,97382,No,308418,Yes,z_F,Bachelors,z_Blue Collar,48,Commercial,23510,9,Sports Car,no,0,0,No,0,0,15,0,z_Highly Rural/ Rural
473135731,0,16811,53,0,12,45432,No,182320,Yes,M,Bachelors,Clerical,39,Private,8020,13,Pickup,yes,0,0,No,0,0,16,0,Highly Urban/ Urban
251338459,0,19314,47,0,11,42303,No,199772,Yes,M,z_High School,z_Blue Collar,29,Commercial,10430,1,Minivan,yes,0,0,Yes,0,0,1,0,Highly Urban/ Urban
590103321,0,20746,43,0,8,66613,No,197000,Yes,M,Masters,,40,Commercial,5800,5,Pickup,yes,6646,2,No,5,864,16,1,Highly Urban/ Urban
483052498,1,22439,38,3,14,48021,Yes,170963,z_No,z_F,z_High School,Clerical,13,Private,17090,1,z_SUV,no,0,0,No,2,0,1,0,Highly Urban/ Urban
172047840,0,22441,38,0,12,27370,No,111642,Yes,M,z_High School,Clerical,14,Private,22880,4,Minivan,yes,0,0,Yes,0,3075,9,1,Highly Urban/ Urban
471968658,0,15516,57,0,15,126348,No,368289,Yes,M,Masters,,36,Commercial,29650,13,Panel Truck,no,6142,1,No,2,0,17,0,Highly Urban/ Urban
237419513,0,19591,46,0,15,36026,No,190921,Yes,z_F,Bachelors,Professional,26,Private,9700,10,z_SUV,no,0,0,No,1,0,13,0,Highly Urban/ Urban
457780259,0,24115,33,3,0,0,Yes,0,z_No,z_F,<High School,Home Maker,19,Private,15990,1,Minivan,no,0,0,No,2,22285,6,1,Highly Urban/ Urban
173400710,0,18106,50,0,8,52442,No,210062,z_No,M,Bachelors,Professional,55,Private,19900,4,Minivan,yes,0,0,No,1,0,16,0,Highly Urban/ Urban
768784217,0,17511,51,0,4,40481,No,0,z_No,z_F,z_High School,Clerical,24,Private,6600,6,z_SUV,no,0,0,No,0,0,1,0,z_Highly Rural/ Rural
594167500,0,28128,22,1,0,0,Yes,53636,z_No,z_F,z_High School,Home Maker,54,Private,1500,18,z_SUV,yes,0,0,No,0,2729,1,1,Highly Urban/ Urban
862198246,0,16554,54,0,13,63339,No,0,z_No,M,z_High School,z_Blue Collar,33,Commercial,8450,10,Pickup,no,0,0,No,0,0,,0,z_Highly Rural/ Rural
570595259,0,22077,39,2,13,26840,Yes,143884,z_No,M,Masters,,26,Commercial,10360,7,Pickup,no,0,0,Yes,0,0,9,0,Highly Urban/ Urban
937224895,0,19826,45,0,6,9159,No,0,Yes,M,z_High School,Student,49,Commercial,6920,6,Minivan,yes,0,0,No,0,0,6,0,z_Highly Rural/ Rural
460845643,0,18325,49,0,14,26301,No,0,Yes,z_F,Bachelors,Student,32,Commercial,19780,4,z_SUV,no,1645,1,No,3,0,12,0,Highly Urban/ Urban
951434862,0,18585,48,0,2,66784,No,234860,Yes,z_F,Masters,Lawyer,15,Private,14150,6,Sports Car,no,0,0,No,0,0,20,0,Highly Urban/ Urban
632868620,0,23018,36,0,15,61462,No,203940,Yes,z_F,Bachelors,z_Blue Collar,23,Commercial,21100,1,z_SUV,no,0,0,No,0,0,17,0,Highly Urban/ Urban
318824902,0,18261,49,0,13,46507,No,153166,Yes,z_F,z_High School,Professional,32,Private,5590,6,z_SUV,no,14074,3,Yes,0,0,7,0,Highly Urban/ Urban
228390035,0,18898,48,0,9,43636,No,0,z_No,z_F,Bachelors,Student,34,Private,8910,20,z_SUV,no,957,3,No,5,0,14,0,Highly Urban/ Urban
169167240,0,24346,33,2,11,19894,No,156233,Yes,z_F,z_High School,z_Blue Collar,52,Commercial,6790,10,Sports Car,no,16816,1,Yes,0,1254,7,1,Highly Urban/ Urban
100896763,0,22486,38,0,9,23864,No,0,z_No,M,<High School,Clerical,43,Private,15240,13,Minivan,no,0,0,No,2,0,1,0,z_Highly Rural/ Rural
562330462,0,17636,51,0,15,128221,No,303037,z_No,M,Masters,Lawyer,71,Private,19610,3,Van,yes,0,0,No,0,0,8,0,Highly Urban/ Urban
261885300,0,18820,48,0,13,83477,No,275854,Yes,M,Masters,Lawyer,53,Private,12050,10,Pickup,yes,0,0,Yes,0,0,17,0,Highly Urban/ Urban
18096053,0,21269,41,0,13,40466,No,0,z_No,z_F,z_High School,Clerical,21,Private,5600,10,Minivan,no,0,0,No,1,0,1,0,Highly Urban/ Urban
648664425,1,20696,43,2,11,77030,Yes,233339,z_No,M,PhD,,5,Commercial,22230,4,Van,yes,10064,2,No,0,6726,21,1,Highly Urban/ Urban
467926237,0,17313,52,0,8,57912,No,236693,Yes,z_F,Masters,Lawyer,78,Private,14350,6,z_SUV,no,0,0,No,0,32059,16,1,Highly Urban/ Urban
2312564,0,19638,46,0,11,104206,No,0,z_No,z_F,Masters,Lawyer,27,Private,20760,11,z_SUV,no,0,0,No,4,0,22,0,Highly Urban/ Urban
241963590,0,16789,53,0,12,25698,No,213856,Yes,z_F,<High School,Clerical,25,Private,9370,4,z_SUV,no,37412,1,Yes,0,2382,1,1,Highly Urban/ Urban
197539832,0,25003,31,1,13,42492,No,163297,Yes,M,z_High School,Clerical,14,Private,8850,1,Pickup,yes,1109,3,No,5,4431,8,1,Highly Urban/ Urban
837810448,0,19363,46,0,16,35231,No,160852,Yes,z_F,z_High School,Professional,34,Private,5020,4,z_SUV,no,0,0,No,1,0,9,0,z_Highly Rural/ Rural
27330951,1,21153,41,2,14,53358,Yes,194664,z_No,M,z_High School,z_Blue Collar,30,Commercial,15930,1,Minivan,no,0,0,No,0,0,6,0,Highly Urban/ Urban
22905935,0,16823,53,0,15,74295,No,267509,Yes,M,Bachelors,Manager,50,Private,10330,10,Pickup,yes,6550,4,No,2,0,9,0,Highly Urban/ Urban
67013861,0,16698,54,0,11,101450,No,0,z_No,z_F,Masters,Lawyer,25,Private,17050,13,z_SUV,no,6941,2,No,0,0,13,0,Highly Urban/ Urban
813480713,0,23211,36,0,13,64755,No,244414,Yes,M,<High School,z_Blue Collar,57,Commercial,23420,4,Panel Truck,no,3174,2,No,4,3636,1,1,Highly Urban/ Urban
734389179,0,19267,47,0,10,59963,No,195091,Yes,M,PhD,,18,Commercial,24400,6,Panel Truck,yes,23116,3,Yes,0,0,9,0,Highly Urban/ Urban
69839542,0,22016,39,0,10,92139,No,289351,Yes,M,Bachelors,Manager,11,Commercial,20300,3,Van,yes,0,0,No,0,0,14,0,Highly Urban/ Urban
64222599,0,24874,31,0,5,14195,No,122416,z_No,M,<High School,Clerical,34,Private,5480,18,Minivan,yes,6350,1,No,5,5963,1,1,Highly Urban/ Urban
969203246,0,18332,49,0,15,,No,274564,Yes,z_F,Masters,Lawyer,40,Private,14590,4,Minivan,no,0,0,No,0,0,,0,Highly Urban/ Urban
632275180,0,18038,50,0,9,41696,No,210765,z_No,z_F,Bachelors,Home Maker,23,Private,24920,1,z_SUV,no,6902,1,No,6,41077,11,1,Highly Urban/ Urban
58307018,0,24812,31,1,0,0,No,0,Yes,M,<High School,Student,29,Private,21390,1,Van,yes,0,0,No,0,4552,1,1,Highly Urban/ Urban
894537452,0,16904,53,0,11,41557,No,182863,Yes,z_F,z_High School,Clerical,7,Private,24970,10,Minivan,no,0,0,No,0,0,6,0,Highly Urban/ Urban
36109311,0,14644,59,0,17,85596,No,276908,Yes,z_F,PhD,Doctor,53,Private,15960,1,z_SUV,no,0,0,No,0,2545,14,1,Highly Urban/ Urban
509297818,0,21492,41,0,9,37196,No,,z_No,M,Bachelors,Clerical,34,Private,14420,7,Minivan,yes,7869,4,No,3,0,11,0,Highly Urban/ Urban
686482764,0,16310,55,0,12,39833,No,156508,Yes,z_F,z_High School,z_Blue Collar,32,Private,5480,12,Sports Car,no,8806,1,No,3,3111,1,1,Highly Urban/ Urban
10677450,0,19099,47,0,10,87887,No,0,z_No,z_F,Bachelors,Professional,23,Private,6200,4,Sports Car,no,6841,1,No,0,0,14,0,Highly Urban/ Urban
636340714,0,19914,45,0,11,177365,No,,Yes,z_F,Masters,Lawyer,20,Private,49940,7,Sports Car,no,0,0,No,3,0,14,0,Highly Urban/ Urban
696313030,0,20347,44,0,7,18189,No,128578,Yes,M,z_High School,Clerical,12,Commercial,17350,10,Van,no,0,0,No,0,0,8,0,Highly Urban/ Urban
989327679,0,17547,51,0,14,15732,No,104143,Yes,z_F,Bachelors,Home Maker,45,Private,1500,1,z_SUV,no,5379,3,No,7,4298,12,1,Highly Urban/ Urban
511881932,0,18208,50,0,13,40685,No,220806,Yes,z_F,z_High School,Clerical,65,Private,15360,6,z_SUV,no,0,0,No,2,4623,5,1,Highly Urban/ Urban
306976325,0,18878,48,0,15,38939,No,155006,z_No,M,Bachelors,Professional,28,Commercial,31970,4,Panel Truck,no,0,0,No,1,0,11,0,z_Highly Rural/ Rural
476896351,0,26208,28,1,8,4843,Yes,0,z_No,M,<High School,Student,21,Private,1980,9,Minivan,yes,3018,3,No,5,0,1,0,Highly Urban/ Urban
656190149,0,16346,55,0,12,63376,No,225111,Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,25450,13,Minivan,no,0,0,No,0,0,14,0,z_Highly Rural/ Rural
867204089,0,20694,43,3,15,61852,No,176219,Yes,z_F,z_High School,z_Blue Collar,30,Commercial,1500,6,Sports Car,no,0,0,No,0,0,1,0,z_Highly Rural/ Rural
260824501,0,20740,43,0,13,35293,No,0,z_No,z_F,<High School,Clerical,28,Private,9330,6,z_SUV,no,0,0,No,0,0,1,0,z_Highly Rural/ Rural
428282729,1,22898,37,2,13,31212,No,155824,Yes,M,z_High School,Clerical,36,Private,10100,1,Pickup,yes,11626,2,No,0,2222,1,1,Highly Urban/ Urban
392391126,0,20393,44,3,15,,No,112912,Yes,z_F,z_High School,Home Maker,34,Private,8700,1,Minivan,no,5944,2,No,0,0,1,0,Highly Urban/ Urban
277471268,1,16968,53,2,,29080,No,143650,Yes,M,<High School,Clerical,34,Private,14650,3,Minivan,yes,0,0,No,0,2037,1,1,Highly Urban/ Urban
575831555,0,21390,41,1,13,65185,No,253054,Yes,z_F,<High School,z_Blue Collar,12,Private,17220,10,Minivan,no,28753,1,No,2,0,6,0,Highly Urban/ Urban
12136446,1,23156,36,3,11,20921,No,124116,Yes,M,z_High School,Clerical,71,Private,25280,11,Minivan,yes,0,0,No,0,0,1,0,Highly Urban/ Urban
983644114,1,13538,62,3,16,43410,No,186429,Yes,M,Bachelors,z_Blue Collar,43,Commercial,15400,1,Minivan,yes,10086,3,No,0,0,14,0,Highly Urban/ Urban
351071250,1,19863,45,2,15,4271,No,,Yes,z_F,<High School,Home Maker,50,Private,1930,6,z_SUV,no,0,0,No,0,0,8,0,z_Highly Rural/ Rural
490621422,0,22688,37,2,8,82971,No,240550,Yes,z_F,Masters,,40,Commercial,23710,1,Pickup,no,0,0,No,2,4549,13,1,Highly Urban/ Urban
322894279,0,19705,45,0,12,84028,No,223747,z_No,M,Masters,,50,Commercial,23280,6,Panel Truck,yes,1749,1,No,5,0,17,0,Highly Urban/ Urban
444385459,0,18957,47,0,7,123715,No,389009,Yes,M,Masters,Lawyer,27,Private,4300,7,Minivan,no,0,0,No,0,0,16,0,Highly Urban/ Urban
176803699,2,20923,42,2,12,72710,Yes,0,z_No,z_F,Masters,Home Maker,67,Private,18710,10,Sports Car,no,0,0,No,1,0,12,0,z_Highly Rural/ Rural
97750917,0,19111,47,0,11,30960,No,190150,Yes,z_F,Bachelors,Manager,31,Private,9300,4,Sports Car,no,0,0,No,0,0,4,0,Highly Urban/ Urban
635871014,0,25080,31,3,11,,Yes,0,z_No,z_F,Bachelors,z_Blue Collar,5,Commercial,23160,3,z_SUV,no,2985,3,No,4,0,12,0,Highly Urban/ Urban
681443164,0,19880,45,0,4,83111,No,237263,z_No,M,Bachelors,Manager,31,Private,23790,1,Minivan,no,7017,1,No,5,0,7,0,Highly Urban/ Urban
122456408,0,22801,37,0,12,93190,No,288129,Yes,M,Masters,Manager,34,Commercial,31180,6,Panel Truck,yes,0,0,No,0,0,23,0,Highly Urban/ Urban
708077771,0,24260,33,1,12,36354,No,192457,Yes,M,Bachelors,z_Blue Collar,26,Commercial,18730,13,Van,yes,0,0,No,0,0,7,0,z_Highly Rural/ Rural
600941278,0,19135,47,0,11,68061,No,209610,Yes,M,Bachelors,Professional,35,Commercial,16580,9,Van,yes,8085,4,No,6,0,13,0,Highly Urban/ Urban
193424818,0,22275,38,3,0,0,No,0,Yes,z_F,<High School,Student,11,Private,5300,4,Sports Car,no,0,0,No,0,0,1,0,z_Highly Rural/ Rural
361665026,0,24319,33,3,12,74546,No,245205,Yes,M,Bachelors,z_Blue Collar,22,Commercial,12250,1,Minivan,no,3961,3,No,5,0,9,0,Highly Urban/ Urban
756103596,0,19649,46,0,12,56006,No,190938,Yes,M,Bachelors,Professional,52,Commercial,11700,6,Pickup,yes,712,1,No,6,6542,8,1,Highly Urban/ Urban
606041694,2,22299,38,3,14,51620,Yes,0,z_No,z_F,z_High School,z_Blue Collar,50,Commercial,10460,9,Minivan,no,0,0,Yes,0,3897,6,1,Highly Urban/ Urban
478695816,0,16102,55,0,13,35916,No,151830,Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,17290,1,z_SUV,no,46761,1,Yes,6,6113,5,1,Highly Urban/ Urban
574513469,0,16117,55,0,16,97890,No,325876,Yes,M,Masters,Lawyer,10,Private,25040,4,Minivan,yes,0,0,No,0,0,18,0,Highly Urban/ Urban
58776949,1,22297,38,3,6,9173,No,118100,Yes,M,<High School,Clerical,14,Private,6220,6,Pickup,no,0,0,No,0,0,1,0,Highly Urban/ Urban
161544930,0,24804,31,3,13,71738,No,223313,Yes,z_F,Bachelors,z_Blue Collar,93,Commercial,5750,1,Sports Car,no,0,0,No,0,0,10,0,z_Highly Rural/ Rural
592690820,0,18877,48,0,3,,No,0,z_No,z_F,Masters,Lawyer,47,Private,20860,1,z_SUV,no,6038,1,No,8,4751,12,1,Highly Urban/ Urban
621496694,0,25447,30,1,11,88305,No,278236,Yes,z_F,Masters,Professional,5,Private,19710,3,z_SUV,no,0,0,No,0,0,20,0,Highly Urban/ Urban
398984508,0,19519,46,0,6,90232,No,260661,z_No,z_F,Bachelors,Professional,42,Private,15780,1,z_SUV,no,0,0,No,1,0,14,0,Highly Urban/ Urban
57346072,0,20953,42,0,10,101636,No,0,z_No,z_F,Masters,,36,Commercial,24890,14,Pickup,no,1452,2,No,7,7311,11,1,Highly Urban/ Urban
74322645,1,20265,44,1,16,173412,No,431274,Yes,M,PhD,Professional,16,Commercial,41710,6,Panel Truck,no,0,0,No,0,0,14,0,Highly Urban/ Urban
30585255,0,23133,36,3,14,167971,No,441721,Yes,M,Bachelors,Professional,33,Private,5100,6,Pickup,yes,2769,1,No,0,5396,13,1,Highly Urban/ Urban
23615805,0,20738,43,0,12,61949,No,245454,Yes,M,z_High School,z_Blue Collar,17,Private,11990,4,Minivan,no,0,0,No,2,0,10,0,Highly Urban/ Urban
698414529,0,17075,53,0,0,0,No,84982,Yes,M,Masters,Professional,45,Private,6800,6,Minivan,no,0,0,No,3,0,24,0,Highly Urban/ Urban
142342235,0,19772,45,3,11,207123,Yes,488301,z_No,z_F,PhD,,42,Commercial,34320,1,Pickup,no,583,4,No,3,0,5,0,Highly Urban/ Urban
898038749,0,21260,41,0,9,21651,No,142293,z_No,z_F,<High School,Clerical,24,Commercial,25640,1,Pickup,no,0,0,No,1,4720,1,1,Highly Urban/ Urban
195066900,0,19448,46,0,5,75983,No,252802,Yes,M,Masters,,17,Commercial,22100,4,Van,yes,0,0,No,0,0,14,0,Highly Urban/ Urban
101731472,0,23514,35,2,14,29250,No,159239,Yes,z_F,z_High School,z_Blue Collar,45,Commercial,23380,1,Pickup,no,0,0,No,1,0,7,0,Highly Urban/ Urban
813953295,0,20745,43,0,6,70352,No,205650,Yes,M,Bachelors,Professional,43,Private,17380,10,Van,yes,0,0,No,0,0,,0,z_Highly Rural/ Rural
845473829,0,20622,43,0,11,24382,No,168092,Yes,M,<High School,z_Blue Collar,31,Commercial,8240,1,Pickup,yes,0,0,No,0,0,1,0,z_Highly Rural/ Rural
667069495,0,21349,41,3,15,,No,177209,Yes,z_F,z_High School,Professional,38,Private,11510,17,z_SUV,no,7383,1,No,2,0,6,0,Highly Urban/ Urban
363208227,0,19128,47,0,8,,No,186797,Yes,z_F,z_High School,z_Blue Collar,17,Commercial,18400,9,z_SUV,no,0,0,No,1,2601,9,1,Highly Urban/ Urban
717945707,0,18445,49,1,12,98175,No,321272,Yes,z_F,Masters,Lawyer,27,Private,16220,3,Minivan,no,0,0,No,0,0,15,0,Highly Urban/ Urban
901710077,0,21608,40,1,5,89348,No,230106,Yes,z_F,Masters,Professional,48,Private,18150,6,Pickup,no,0,0,No,2,0,14,0,Highly Urban/ Urban
277764598,0,22244,38,0,9,2726,No,0,Yes,M,<High School,Student,51,Private,1770,1,Minivan,no,0,0,No,0,7534,1,1,Highly Urban/ Urban
166240500,0,19866,45,0,9,26237,No,0,z_No,z_F,z_High School,Home Maker,26,Private,29420,6,Pickup,no,0,0,No,2,0,1,0,Highly Urban/ Urban
62746989,0,22181,39,0,9,51814,No,0,z_No,z_F,Masters,Manager,28,Private,15170,10,Sports Car,no,5446,1,No,0,0,15,0,Highly Urban/ Urban
525535873,0,17231,52,0,12,112512,No,0,z_No,M,PhD,,33,Commercial,37550,3,Panel Truck,yes,0,0,No,2,19867,14,1,Highly Urban/ Urban
619949605,1,22744,37,1,9,65402,No,202381,Yes,z_F,z_High School,z_Blue Collar,62,Private,11740,1,Sports Car,no,0,0,No,0,0,7,0,z_Highly Rural/ Rural
157518199,2,20395,44,2,7,78850,No,294899,Yes,M,Masters,,40,Commercial,24730,4,Panel Truck,no,0,0,No,0,3929,12,1,Highly Urban/ Urban
371698337,0,15625,57,0,13,151528,No,0,z_No,M,PhD,Doctor,31,Private,14280,6,Minivan,yes,29378,2,No,0,0,9,0,Highly Urban/ Urban
169244879,0,17680,51,0,14,45771,No,200101,Yes,M,z_High School,Professional,61,Private,13760,6,Minivan,yes,0,0,No,0,0,1,0,z_Highly Rural/ Rural
430441105,0,18413,49,0,13,43560,No,174690,Yes,M,Bachelors,Clerical,35,Commercial,10760,4,Pickup,yes,0,0,No,0,0,7,0,Highly Urban/ Urban
605237938,0,21567,40,0,2,164028,No,0,z_No,M,Masters,Lawyer,5,Private,14800,1,Minivan,no,0,0,No,0,0,10,0,Highly Urban/ Urban
186788748,0,18619,48,0,0,0,No,105542,Yes,z_F,z_High School,Home Maker,24,Private,19250,13,Sports Car,no,5245,2,No,2,0,1,0,Highly Urban/ Urban
417937551,0,24100,33,3,15,39662,No,,Yes,z_F,z_High School,Clerical,27,Private,11470,3,z_SUV,no,2248,3,No,8,45338,8,1,Highly Urban/ Urban
471663062,0,19632,46,0,11,82398,No,235439,Yes,M,Bachelors,Manager,19,Private,19240,4,Van,no,0,0,Yes,0,0,15,0,Highly Urban/ Urban
103293644,0,24703,32,1,11,36179,Yes,106892,z_No,z_F,<High School,Clerical,12,Private,13030,1,Sports Car,no,0,0,No,0,4307,6,1,z_Highly Rural/ Rural
294816298,2,23226,36,2,12,130540,Yes,344195,z_No,z_F,Bachelors,z_Blue Collar,5,Commercial,35990,1,Van,no,0,0,Yes,0,0,9,0,z_Highly Rural/ Rural
292071650,1,22061,39,2,14,24546,No,147125,Yes,z_F,z_High School,z_Blue Collar,5,Commercial,3950,4,z_SUV,no,4227,2,No,0,0,10,0,Highly Urban/ Urban
933243471,0,16897,53,0,,,No,203230,z_No,M,<High School,z_Blue Collar,24,Commercial,17570,6,Minivan,yes,6616,2,No,7,0,,0,z_Highly Rural/ Rural
314595556,0,19627,46,0,10,123289,No,,Yes,M,PhD,,24,Commercial,18430,5,Van,no,0,0,No,0,0,12,0,Highly Urban/ Urban
379401970,0,13328,63,0,12,52739,No,265690,Yes,M,Bachelors,Manager,36,Private,13670,9,z_SUV,yes,2085,3,No,0,0,1,0,Highly Urban/ Urban
375087720,0,18955,47,0,13,80431,No,243919,Yes,M,Bachelors,Clerical,22,Commercial,25630,1,Panel Truck,yes,0,0,No,0,0,13,0,z_Highly Rural/ Rural
694267964,0,20496,43,1,8,110543,Yes,330562,z_No,z_F,Masters,,48,Commercial,14110,9,z_SUV,no,0,0,No,0,0,9,0,Highly Urban/ Urban
890091849,0,19407,46,0,14,125610,No,329203,Yes,M,Masters,Lawyer,27,Private,18660,3,Van,no,0,0,Yes,2,0,13,0,Highly Urban/ Urban
758370952,0,16362,55,0,13,19694,No,162610,Yes,z_F,Masters,Lawyer,60,Private,8970,4,z_SUV,no,1084,2,No,6,0,,0,Highly Urban/ Urban
747002242,1,19951,45,2,12,129261,Yes,325139,z_No,z_F,Masters,Manager,52,Private,20530,6,z_SUV,no,25495,2,Yes,1,0,12,0,Highly Urban/ Urban
653142988,2,19683,45,3,7,,No,181752,Yes,z_F,Bachelors,Student,38,Private,19360,7,Sports Car,no,0,0,No,0,4974,,1,Highly Urban/ Urban
388360189,0,18144,50,0,11,167365,No,404405,z_No,M,PhD,,48,Commercial,35640,4,Panel Truck,yes,0,0,No,1,0,,0,Highly Urban/ Urban
296440535,0,16030,55,0,2,68204,No,226828,Yes,z_F,Bachelors,z_Blue Collar,23,Commercial,13820,4,Minivan,no,0,0,No,1,0,,0,z_Highly Rural/ Rural
733070656,0,26660,26,1,12,35262,Yes,0,z_No,M,<High School,z_Blue Collar,25,Private,15110,3,Minivan,yes,0,0,No,0,8697,1,1,Highly Urban/ Urban
619748463,0,15334,57,0,0,,No,0,Yes,M,<High School,Student,7,Private,21550,3,Minivan,no,42944,1,Yes,0,6255,1,1,Highly Urban/ Urban
699677378,0,22285,38,0,8,83304,No,234493,Yes,z_F,Bachelors,Clerical,10,Private,17600,4,Pickup,no,8109,2,No,1,0,17,0,Highly Urban/ Urban
474659214,0,18770,48,0,0,0,No,0,Yes,M,Bachelors,Student,45,Commercial,6300,1,Pickup,no,0,0,No,0,0,7,0,z_Highly Rural/ Rural
848429245,0,16080,55,0,11,133318,No,398344,Yes,M,Masters,Lawyer,20,Private,33470,1,Minivan,no,0,0,No,0,0,13,0,z_Highly Rural/ Rural
382198324,0,17217,52,0,13,43393,No,202835,Yes,z_F,z_High School,Clerical,23,Private,21250,1,Minivan,no,30910,2,Yes,1,0,1,0,Highly Urban/ Urban
310091630,0,16528,54,0,14,48952,No,203371,Yes,z_F,Bachelors,z_Blue Collar,21,Private,25010,1,Minivan,no,0,0,No,0,0,8,0,Highly Urban/ Urban
945144015,0,20153,44,0,12,84015,No,0,z_No,M,z_High School,Manager,45,Private,12230,14,Minivan,no,5571,2,No,0,0,9,0,Highly Urban/ Urban
755684786,0,22195,39,0,6,33893,No,210190,Yes,z_F,<High School,z_Blue Collar,39,Private,10650,1,z_SUV,no,20631,2,No,7,0,1,0,Highly Urban/ Urban
781240853,0,21716,40,1,13,12570,No,0,Yes,z_F,<High School,Student,20,Private,12710,1,z_SUV,no,6722,2,No,3,0,7,0,Highly Urban/ Urban
652896608,0,13712,62,0,13,2861,No,118797,Yes,z_F,z_High School,Home Maker,39,Private,23740,11,Sports Car,no,0,0,No,2,0,11,0,z_Highly Rural/ Rural
50881055,0,17886,50,0,10,68801,No,0,z_No,M,z_High School,Manager,27,Private,19710,7,Van,no,0,0,No,0,0,1,0,Highly Urban/ Urban
845045346,0,16136,55,0,8,117066,No,316356,Yes,M,PhD,Lawyer,48,Private,13210,7,Minivan,yes,3029,3,No,0,0,15,0,Highly Urban/ Urban
291796704,0,19322,46,0,11,28063,No,114907,z_No,M,z_High School,Clerical,40,Private,15820,1,Minivan,no,0,0,No,0,0,8,0,Highly Urban/ Urban
24303338,1,21783,40,2,11,27788,Yes,136672,z_No,M,z_High School,Clerical,60,Commercial,9390,17,Pickup,yes,0,0,No,0,5143,1,1,Highly Urban/ Urban
8890927,1,19841,45,2,14,20637,No,0,Yes,M,z_High School,Student,44,Commercial,8060,1,Pickup,no,0,0,Yes,0,0,1,0,Highly Urban/ Urban
334739735,1,21952,39,3,12,85837,Yes,241913,z_No,M,Bachelors,Professional,43,Private,14460,7,Minivan,no,6055,3,No,3,0,11,0,z_Highly Rural/ Rural
